DateID;CustomerID;TotalTimeWatched;Platform;PlayEventType;VideoTitle;TotalTimeWatched_Hours;DayOfWeekName
2020/11/19;0OAF5G8EAWS6F3BQBRHG284L001W;60;Leanback;Catch Up;Rhythm City;1;Thursday
2020/12/17;L8NVCEUVC1TGEYT1LJWFM4A0002J;1020;Web;LiveTV;Chicago Fire;17;Thursday
2020/12/20;HBJV8IELD3Q9EVNQBZNLB5GZ004J;60;Leanback;LiveTV;PL 20/21: Brighton v Sheff United;1;Sunday
2020/12/20;0QHWB58BKQRMARANHTLR52A40066;480;Web;Catch Up;Getroud Met Rugby;8;Sunday
2020/12/22;KZB317VTJLMC3R6YCR79716F0064;4320;Android;LiveTV;Unknown;72;Tuesday
2020/12/24;CNVIHYP986VL95QWEQ24HKLI005Q;240;iOS;LiveTV;Adventures On Grizzly Mountain;4;Thursday
2020/12/26;D0785AJEK4OFDM0WFP6ELYSQ0015;4920;Leanback;LiveTV;Unknown;82;Saturday
2020/12/27;HG64K7449Y0B537D5UX5J846001G;300;Leanback;LiveTV;Morning Live;5;Sunday
2020/12/27;EKPHHWGGBIYPHUW7A5UZKJWQ004J;2400;Web;LiveTV;Forbidden: Dying For Love;40;Sunday
2021/01/02;0VJ7C24UAWRHAQNNANQ512PI0056;720;Android;LiveTV;Unknown;12;Saturday
2021/01/03;JQPCIA0W3STGHOM9D5B3BSQ8004G;120;Leanback;LiveTV;PL 20/21: Newcastle v Leicester;2;Sunday
2021/01/06;D0785AJEK4OFDM0WFP6ELYSQ0015;1080;Leanback;Catch Up;Binnelanders;18;Wednesday
2020/12/08;68WQ5Y219XYF0ZPF1JOV7VRL000G;60;Leanback;LiveTV;Unknown;1;Tuesday
2020/12/15;D0785AJEK4OFDM0WFP6ELYSQ0015;1080;Leanback;Catch Up;Binnelanders;18;Tuesday
2020/12/20;0QHWB58BKQRMARANHTLR52A40066;900;Web;Catch Up;Getroud Met Rugby;15;Sunday
2020/12/20;3YD670SYEC196D8VH1EQ7AW6000W;1680;Leanback;LiveTV;Unknown;28;Sunday
2020/12/23;KDEX2I17AZZS3SJCC83H97HE001Q;60;Android;Catch Up;Mamazala;1;Wednesday
2020/12/23;68WQ5Y219XYF0ZPF1JOV7VRL000G;720;Android;LiveTV;Unknown;12;Wednesday
2020/12/24;HGKBH7DQDW9BJ0F0G4A4BI7B002V;1920;Web;LiveTV;Today;32;Thursday
2020/12/24;EJDJ2Y551IK5C3NRIFV98V5D0023;60;Leanback;LiveTV;Chopped;1;Thursday
2020/12/29;JLP8HMRSERRT7SHE2L7V8177004S;1140;Leanback;LiveTV;Unknown;19;Tuesday
2020/12/30;JYOGA9HQ4XY696D39OMU9LAG000H;360;Leanback;Other;Suidooster;6;Wednesday
2021/01/03;8H97BUBN86RPIZTHIAYA2HL7004H;360;Leanback;LiveTV;Sky News;6;Sunday
2021/01/04;32LZ1CGFHR8JDOMJE2XWC4850050;540;Leanback;LiveTV;Unknown;9;Monday
2020/11/27;M342MBRPEUXXGC124LOJ1MX90025;2280;Leanback;Other;The Voice;38;Friday
2020/12/05;EPBF04WULJ4Z3T1GEO1UIT7E006H;60;Leanback;LiveTV;eNuus;1;Saturday
2020/12/12;JY0T91E4CHOMDL5BKGEBKG0K0067;120;Leanback;LiveTV;Unknown;2;Saturday
2020/12/19;KG5E51DIHELAEZ9KLPOY6A0N001A;420;Leanback;LiveTV;Unknown;7;Saturday
2020/12/20;DVL541IC6FJ4DG263LFKF2FN005L;4740;Leanback;LiveTV;Unknown;79;Sunday
2020/12/21;DCB27YH98GCW7XVD73YWKPM60062;180;Leanback;LiveTV;Through The Wormhole With Morgan...;3;Monday
2020/12/23;KEFL2WL371PM3R0QBTN6I5UF000E;4920;Web;Catch Up;Your Highness;82;Wednesday
2020/12/23;HGKBH7DQDW9BJ0F0G4A4BI7B002V;180;Web;Catch Up;Nine Lives;3;Wednesday
2020/12/27;6IJQBNZ9DGH0504XL9RWCWOR006T;19200;Web;LiveTV;Year In One;320;Sunday
2020/12/27;32LZ1CGFHR8JDOMJE2XWC4850050;420;Android;Catch Up;Unmarried;7;Sunday
2020/12/29;EJDJ2Y551IK5C3NRIFV98V5D0023;1620;Leanback;LiveTV;Forged In Fire;27;Tuesday
2020/12/30;IV7T6M79F1E9J6J1KRMDE146002D;60;Web;LiveTV;Tyler Perry's Young Dylan;1;Wednesday
2020/12/31;J1CP5WW4I0QLM2X7CYJJ3ONI001O;3480;Leanback;LiveTV;e.tv News;58;Thursday
2021/01/01;G249FF1CLCT350FPMDPIJVE4004V;5640;Leanback;Other;Gloria Bell;94;Friday
2021/01/01;GP1DIXV84RK8J68H7S7U7QBJ001A;1200;Leanback;LiveTV;pointless;20;Friday
2021/01/04;K0ET7QSKE5OJ526F656F0ZU6004J;60;Web;LiveTV;Deur Dik En Dun;1;Monday
2020/11/08;EW1DENH0EC1J3M9WAOZF9LSV004O;660;Leanback;Other;Premier League;11;Sunday
2020/12/14;JYOGA9HQ4XY696D39OMU9LAG000H;240;Leanback;LiveTV;Unknown;4;Monday
2020/12/16;68WQ5Y219XYF0ZPF1JOV7VRL000G;2040;Android;LiveTV;Unknown;34;Wednesday
2020/12/24;9Y972RE3BM4T57QHE0I0508A003K;6660;Leanback;LiveTV;come dine with me: south africa;111;Thursday
2020/12/29;JLP8HMRSERRT7SHE2L7V8177004S;660;Leanback;LiveTV;Victor And Valentino;11;Tuesday
2020/12/30;EJDJ2Y551IK5C3NRIFV98V5D0023;2160;Leanback;LiveTV;Impossible;36;Wednesday
2020/12/31;I7SNFC8FAWR3AS8HDYGDGWK0003Q;2520;Android;LiveTV;Unknown;42;Thursday
2021/01/01;G249FF1CLCT350FPMDPIJVE4004V;240;Leanback;LiveTV;BBC World News;4;Friday
2021/01/01;D1COFVKB7R35KG4Y8QL2AP4U002B;1560;Leanback;Other;Premier League;26;Friday
2021/01/01;DTO9EH7W6CFXDF3MJ3OQD5DR0030;1620;Leanback;LiveTV;Unknown;27;Friday
2021/01/03;68WQ5Y219XYF0ZPF1JOV7VRL000G;480;Android;LiveTV;Unknown;8;Sunday
2020/11/18;6TS2LLY0L3G66FVY86Q0JEZE000K;900;Leanback;Other;Mbau Reloaded: Always Rise;15;Wednesday
2020/12/10;HUD9LRDQ780WEXKGD3QYBPDQ0055;480;Web;LiveTV;Unknown;8;Thursday
2020/12/12;JYOGA9HQ4XY696D39OMU9LAG000H;780;Leanback;LiveTV;Unknown;13;Saturday
2020/12/20;3YD670SYEC196D8VH1EQ7AW6000W;720;Leanback;LiveTV;Unknown;12;Sunday
2020/12/20;HGKBH7DQDW9BJ0F0G4A4BI7B002V;300;Android;LiveTV;Unknown;5;Sunday
2020/12/21;IFIPM513BCIM7WA5E0SQ6YNL006X;480;iOS;LiveTV;ALVINNN!!! And The Chipmunks;8;Monday
2020/12/23;BVZ3325M7B6G6O26KAOIKKVU001V;480;Leanback;LiveTV;Unknown;8;Wednesday
2020/12/29;D2WSMBTHGYV8J1I0LP466FZF002Y;1380;Leanback;Catch Up;Uthando neS'thembu;23;Tuesday
2020/12/31;2CPUH960EORI7SOJ3IC1CGF8002P;60;Android;LiveTV;Unknown;1;Thursday
2020/12/31;G082G8JT6FP20Q1WLU4OIF3O004F;360;Leanback;LiveTV;Unknown;6;Thursday
2021/01/01;KEFL2WL371PM3R0QBTN6I5UF000E;3300;Web;Catch Up;Masterchef Australia;55;Friday
2021/01/01;MGSP66WAG6HL0U4C8TCMJU5L002C;3060;Leanback;LiveTV;Unknown;51;Friday
2021/01/02;ELCD1R7QJ2PFBYL6D4O08JL1002H;1500;Leanback;LiveTV;News Live;25;Saturday
2021/01/04;HBR8J9V99LGMJ0MS22Q66OED004C;2640;Leanback;LiveTV;Int CRI 20/21: RSA v SRI 2nd Test D2;44;Monday
2021/01/04;FPKN5PVIADQD0V0GIWBFL9UH000C;1500;Leanback;LiveTV;k.c. undercover;25;Monday
2020/11/08;JMCVLXSA196YJ0KC6IDOIEVB000M;960;iOS;Catch Up;Mbau Reloaded: Always Rise;16;Sunday
2020/11/16;JO9Y8ZNQ3MIPC19BLHCE426J005F;120;Leanback;LiveTV;Outdaughtered;2;Monday
2020/11/17;68WQ5Y219XYF0ZPF1JOV7VRL000G;3660;Leanback;LiveTV;Unknown;61;Tuesday
2020/11/26;570E5TCC0WGV0V0TDUGC5S0J0071;420;Web;LiveTV;Ouma weet mos;7;Thursday
2020/11/28;MEIK8UG61FDV4ZCC4BW31QQ90031;960;Leanback;Other;You Promise To Marry Me;16;Saturday
2020/12/05;99XY8K7T71P3KIC125HPLFM1004C;6060;Leanback;LiveTV;Car S.O.S;101;Saturday
2020/12/06;61ZRBGKCHEQ50WW5G00LEMDQ000Y;60;Leanback;Catch Up;You Promise To Marry Me;1;Sunday
2020/12/14;69ZR8DLQI70VC1FJKF5E25BZ004L;60;iOS;LiveTV;First Move With Julia Chatterley;1;Monday
2020/12/16;1U7JDBJ6DA2F55FTI9Y95XKX002W;1260;Web;Catch Up;The Queen;21;Wednesday
2020/12/19;FQY1FAPZ95I20UA99O5XD2ZA004E;60;Leanback;LiveTV;my wife and kids;1;Saturday
2020/12/23;7EL1JRTNBIYT59JE16FXIXPO006N;240;Web;Catch Up;Getroud Met Rugby;4;Wednesday
2021/01/02;6C3AF51YFQKB11HRBEBC8SP00032;720;Leanback;Other;Royal Variety Performance 2020;12;Saturday
2020/11/28;7K9529XH6FN8C0PX24BMAUHD000F;4200;Web;LiveTV;Judge Judy;70;Saturday
2020/12/12;0VJ7C24UAWRHAQNNANQ512PI0056;120;Android;Catch Up;Baby Geniuses;2;Saturday
2020/12/13;B11KIU4ALVTN81A9JPCAKP1C004Z;840;Leanback;LiveTV;Formula E - Access All Areas;14;Sunday
2020/12/13;AGT76JJI7U4Y97JYERYNCFBI005J;60;Android;LiveTV;Unknown;1;Sunday
2020/12/15;5TWNE200IZGG54ISILK2A8J1003P;3000;Leanback;LiveTV;Friends And Heroes;50;Tuesday
2020/12/16;9CQP1WGUKE35F1YBLM02D52H000S;720;Leanback;Other;Suidooster;12;Wednesday
2020/12/17;JYOGA9HQ4XY696D39OMU9LAG000H;480;Leanback;Catch Up;Masterchef Australia;8;Thursday
2020/12/20;CIZ0A1WYFQLV288C3RLOHL6R005C;1800;Leanback;LiveTV;CC '20: Lions v Sharks;30;Sunday
2020/12/24;JYOGA9HQ4XY696D39OMU9LAG000H;6600;Leanback;LiveTV;Unknown;110;Thursday
2020/12/25;2RYTE1R6JC9CGE410JYAM4FY004E;1440;Web;Catch Up;Skeem Saam;24;Friday
2020/12/26;0QHWB58BKQRMARANHTLR52A40066;1560;Android;LiveTV;Unknown;26;Saturday
2021/01/01;G249FF1CLCT350FPMDPIJVE4004V;60;Leanback;LiveTV;BBC World News;1;Friday
2021/01/01;JYOGA9HQ4XY696D39OMU9LAG000H;5520;Leanback;LiveTV;Unknown;92;Friday
2021/01/02;L99XKLSX9UTQG6B0HSE5IS5L001Q;3120;Leanback;Other;Despicable Me 2;52;Saturday
2021/01/03;BGXIFRF7B9I7ARUOKDX9M1E90040;180;Leanback;LiveTV;All Creatures Great and Small;3;Sunday
2021/01/03;JLP8HMRSERRT7SHE2L7V8177004S;4740;Leanback;LiveTV;Int CRI 20/21: RSA v SRI 2nd Test D1;79;Sunday
2021/01/05;9ODJ4F2AFH3WJ5TO8TEI2IV30046;240;Web;Catch Up;Suidooster;4;Tuesday
2021/01/05;FAQLMB61K7REJA6M3X67DIUL003M;8580;Leanback;LiveTV;Unknown;143;Tuesday
2020/11/18;M342MBRPEUXXGC124LOJ1MX90025;4320;Web;LiveTV;The Wedding Year;72;Wednesday
2020/11/29;7K9529XH6FN8C0PX24BMAUHD000F;4140;Leanback;LiveTV;Int CRI '20: AUS v IND 2nd ODI;69;Sunday
2020/12/03;KEFL2WL371PM3R0QBTN6I5UF000E;600;Web;LiveTV;Euro Tour 19/20 Golf in Dubai D2 PM;10;Thursday
2020/12/05;2RYTE1R6JC9CGE410JYAM4FY004E;540;Web;LiveTV;PL: Fantasy Premier League;9;Saturday
2020/12/21;3T6BAJNOERX8HLC34QAL2OSI004F;1140;Android;LiveTV;Unknown;19;Monday
2020/12/22;LABN55HZKKHT3QCKCFLFGWHY006J;4440;iOS;LiveTV;BBC World News;74;Tuesday
2020/12/22;K0ET7QSKE5OJ526F656F0ZU6004J;2400;Web;Catch Up;S.W.A.T.;40;Tuesday
2020/12/24;MEIK8UG61FDV4ZCC4BW31QQ90031;4500;Leanback;LiveTV;Buddy Vs. Duff;75;Thursday
2020/12/24;JW3D32AB27U67WZOIG642IIY0012;600;Leanback;LiveTV;Creed II;10;Thursday
2020/12/24;0SNW3WHV71N8J246KTXE33S70033;480;Leanback;LiveTV;Aquaman;8;Thursday
2020/12/25;6CQ406E1EFAZ9803KICPBWRU004L;240;Leanback;LiveTV;Unknown;4;Friday
2020/12/25;IV7T6M79F1E9J6J1KRMDE146002D;600;Web;LiveTV;Teen Titans Go!;10;Friday
2020/12/31;BS0UC0Z72QUPKE7PD0L2HTRB000L;60;Leanback;LiveTV;Unknown;1;Thursday
2020/12/31;BVZ3325M7B6G6O26KAOIKKVU001V;480;Android;LiveTV;Unknown;8;Thursday
2021/01/03;FPKN5PVIADQD0V0GIWBFL9UH000C;1020;Leanback;Other;My Little Pony;17;Sunday
2020/11/27;7K9529XH6FN8C0PX24BMAUHD000F;5160;Web;LiveTV;Two And A Half Men;86;Friday
2020/12/17;EJDJ2Y551IK5C3NRIFV98V5D0023;240;Leanback;LiveTV;Junkyard Empire;4;Thursday
2020/12/27;EPBF04WULJ4Z3T1GEO1UIT7E006H;4380;Leanback;LiveTV;enuus;73;Sunday
2020/12/27;3T6BAJNOERX8HLC34QAL2OSI004F;360;Android;LiveTV;Unknown;6;Sunday
2020/12/28;FQY1FAPZ95I20UA99O5XD2ZA004E;2100;Leanback;LiveTV;UFC Fight Night: Anderson v Blachowic;35;Monday
2020/12/29;JLP8HMRSERRT7SHE2L7V8177004S;4020;Leanback;LiveTV;teen titans go!;67;Tuesday
2020/12/30;H1H8HCM9J5Z20V69409I8LP40020;420;Leanback;LiveTV;7de Laan;7;Wednesday
2021/01/02;JYOGA9HQ4XY696D39OMU9LAG000H;1200;Leanback;LiveTV;Unknown;20;Saturday
2021/01/04;32LZ1CGFHR8JDOMJE2XWC4850050;6660;Leanback;LiveTV;Unknown;111;Monday
2021/01/06;C5R97LFH196UEXDXCPUB91YB004H;420;Android;LiveTV;Unknown;7;Wednesday
2020/12/09;74CC31I55WMQC5AX6P4ZE36T003R;60;Leanback;LiveTV;full view;1;Wednesday
2020/12/16;9CQP1WGUKE35F1YBLM02D52H000S;660;Leanback;Other;Suidooster;11;Wednesday
2020/12/20;EEVN4QW3AQEL3IP2FF9JFHDJ001E;300;Leanback;LiveTV;Bravo!;5;Sunday
2020/12/23;CEO4KHY8DJKIANQC1DGSL9Z7005S;60;Android;Catch Up;Trailer;1;Wednesday
2020/12/31;JYOGA9HQ4XY696D39OMU9LAG000H;1500;Leanback;Catch Up;Australia v India Test Series;25;Thursday
2020/12/31;I7SNFC8FAWR3AS8HDYGDGWK0003Q;12540;Leanback;LiveTV;UFC Fight Night: Santos v Teixeira;209;Thursday
2021/01/01;7VYBH2YZ3CYJAU9Q8EPSJ01L004Y;480;Leanback;LiveTV;Unknown;8;Friday
2021/01/02;KVZBKA0D3Z159EE0FWGRJMDW004I;180;Leanback;LiveTV;Unknown;3;Saturday
2021/01/04;80TM360Q4XSP0ZECCWIA8IW5004D;240;Leanback;LiveTV;NCIS: Los Angeles;4;Monday
2021/01/05;0SNW3WHV71N8J246KTXE33S70033;360;Leanback;LiveTV;Int CRI 20/21: RSA v SRI 2nd Test D3;6;Tuesday
2020/11/07;IG5651OEAWQLHL0FIZI29EID002M;480;Leanback;LiveTV;BBC World News;8;Saturday
2020/11/18;JO9Y8ZNQ3MIPC19BLHCE426J005F;420;Leanback;LiveTV;2009/01/01;7;Wednesday
2020/12/06;2RYTE1R6JC9CGE410JYAM4FY004E;240;Leanback;Other;Humor Me;4;Sunday
2020/12/10;61ZRBGKCHEQ50WW5G00LEMDQ000Y;2280;Leanback;LiveTV;Unknown;38;Thursday
2020/12/19;CW1HISN8A7F7DLERDS89ED22005O;5820;Android;LiveTV;Unknown;97;Saturday
2020/12/24;JYOGA9HQ4XY696D39OMU9LAG000H;3060;Leanback;LiveTV;South Africa Tonight;51;Thursday
2020/12/25;3YD670SYEC196D8VH1EQ7AW6000W;1560;Leanback;LiveTV;Unknown;26;Friday
2020/12/30;EKPHHWGGBIYPHUW7A5UZKJWQ004J;60;Web;LiveTV;e.tv News;1;Wednesday
2020/12/30;H1H8HCM9J5Z20V69409I8LP40020;360;Leanback;LiveTV;7de Laan;6;Wednesday
2021/01/01;B4AUHR7ZLVXT7XIJECTC4MXE006X;120;Leanback;LiveTV;WT20 '20: Supernovas v Velocity;2;Friday
2021/01/01;7AH6C69G00XQC42UA7Z7IB2J001J;3000;Web;LiveTV;Corruption Scorecard Special;50;Friday
2021/01/02;IU7TALZFA4A19B369AM2F809006P;240;Leanback;LiveTV;Unknown;4;Saturday
2021/01/04;0ZZB063KCR63KFWT4IAKC5MR006J;5820;Web;LiveTV;Unknown;97;Monday
2021/01/04;JYOGA9HQ4XY696D39OMU9LAG000H;2100;Leanback;LiveTV;Unknown;35;Monday
2021/01/05;3VCBDCQR7KS06O3GHX5KA92O0056;960;Leanback;LiveTV;Unknown;16;Tuesday
2021/01/06;KVZBKA0D3Z159EE0FWGRJMDW004I;1320;Leanback;LiveTV;Unknown;22;Wednesday
2020/11/06;JMCVLXSA196YJ0KC6IDOIEVB000M;1740;iOS;LiveTV;CNN Tonight With Don Lemon;29;Friday
2020/11/15;0FLF09ULLJ85J50T2LT8IWPO002O;60;Web;Catch Up;Grade 12: Maths Literacy;1;Sunday
2020/11/19;68WQ5Y219XYF0ZPF1JOV7VRL000G;300;Leanback;LiveTV;Unknown;5;Thursday
2020/11/19;68WQ5Y219XYF0ZPF1JOV7VRL000G;540;Leanback;LiveTV;Unknown;9;Thursday
2020/11/29;JF4T2H5EK7RI7UOW21DUC3BG003C;60;Web;LiveTV;Int CRI '20: AUS v IND 2nd ODI;1;Sunday
2020/12/05;JYOGA9HQ4XY696D39OMU9LAG000H;60;Leanback;Catch Up;Along Came A Spider;1;Saturday
2020/12/06;2RYTE1R6JC9CGE410JYAM4FY004E;300;Web;Catch Up;Italian Serie A;5;Sunday
2020/12/10;M342MBRPEUXXGC124LOJ1MX90025;1740;Web;Catch Up;Titan Games;29;Thursday
2020/12/12;3YD670SYEC196D8VH1EQ7AW6000W;4140;Web;LiveTV;Unknown;69;Saturday
2020/12/12;JYOGA9HQ4XY696D39OMU9LAG000H;120;Leanback;Other;Tarzan;2;Saturday
2020/12/22;JF4T2H5EK7RI7UOW21DUC3BG003C;9000;Web;LiveTV;BBL HL 20/21: SYS v ADS;150;Tuesday
2020/12/23;KE9TFYJ962WRDMNECMNY7NND005N;2640;Web;Catch Up;Titan Games;44;Wednesday
2020/12/24;IV7T6M79F1E9J6J1KRMDE146002D;60;Web;LiveTV;Hannah Montana;1;Thursday
2020/12/27;9ODJ4F2AFH3WJ5TO8TEI2IV30046;3780;Web;LiveTV;PL Build Up;63;Sunday
2020/12/31;5OEEHUCNAZYR54DM61SOLHRL0046;60;Leanback;LiveTV;Unknown;1;Thursday
2020/12/31;0VJ7C24UAWRHAQNNANQ512PI0056;7020;Web;LiveTV;The River;117;Thursday
2021/01/04;9WEF1XUM2E8U9GG5FQ9EKLIX0038;240;Leanback;LiveTV;law & order: special victims unit;4;Monday
2021/01/06;B11KIU4ALVTN81A9JPCAKP1C004Z;120;Leanback;LiveTV;Naked And Afraid XL;2;Wednesday
2020/11/25;570E5TCC0WGV0V0TDUGC5S0J0071;2880;Web;Catch Up;Assassination Island;48;Wednesday
2020/12/05;188GI94D2QUULSI0E75M7HAG0042;660;Leanback;Catch Up;Jojo & Gran Gran;11;Saturday
2020/12/15;BWQY6ZCX95K6253XH2PTFQMJ0067;60;Web;LiveTV;Unknown;1;Tuesday
2020/12/15;99XY8K7T71P3KIC125HPLFM1004C;60;Leanback;LiveTV;SpongeBob SquarePants;1;Tuesday
2020/12/18;CW0LGPPX9I6RDM1044TJJMDJ001D;420;Android;Catch Up;Married At First Sight;7;Friday
2020/12/20;3XOK2QBG98O7AV648SNGINLR0018;60;Web;LiveTV;PL 20/21: Tottenham v Leicester;1;Sunday
2020/12/23;L28T49I6JILKM3U8A65Q1XW1000J;60;Android;LiveTV;Unknown;1;Wednesday
2020/12/23;J9SV7TJOF4IWHK62DA5W2PU30034;300;Leanback;Other;Mina Nawe;5;Wednesday
2020/12/24;DCB27YH98GCW7XVD73YWKPM60062;1560;Leanback;LiveTV;Top Gear's Top 41;26;Thursday
2020/12/26;1U7JDBJ6DA2F55FTI9Y95XKX002W;1320;Web;Catch Up;Gomora;22;Saturday
2020/12/26;EJDJ2Y551IK5C3NRIFV98V5D0023;6900;Leanback;Other;Proximity;115;Saturday
2020/12/27;2RYTE1R6JC9CGE410JYAM4FY004E;1380;Leanback;Other;Mbau Reloaded: Always Rise;23;Sunday
2021/01/01;IU7TALZFA4A19B369AM2F809006P;180;Android;LiveTV;Unknown;3;Friday
2021/01/02;6IAHHGVTGSIM3OS52BXHGUZV002W;420;Leanback;LiveTV;Unknown;7;Saturday
2020/12/15;9CQP1WGUKE35F1YBLM02D52H000S;1080;Leanback;LiveTV;The Thundermans;18;Tuesday
2020/12/17;LP2F8XKZ1IJ4AKFI6X4M0AE30039;120;Leanback;LiveTV;The Pioneer Woman;2;Thursday
2020/12/20;68U7KS1VBVLFF06V44XH39EM000S;480;Web;LiveTV;ALVINNN!!! And The Chipmunks;8;Sunday
2020/12/21;JW3D32AB27U67WZOIG642IIY0012;480;Leanback;LiveTV;Unknown;8;Monday
2020/12/23;KZB317VTJLMC3R6YCR79716F0064;1680;Android;LiveTV;Unknown;28;Wednesday
2020/12/27;JQPCIA0W3STGHOM9D5B3BSQ8004G;1200;Leanback;Other;You Promise To Marry Me;20;Sunday
2021/01/03;ELCD1R7QJ2PFBYL6D4O08JL1002H;1560;Leanback;LiveTV;show information is currently not available;26;Sunday
2021/01/04;EPBF04WULJ4Z3T1GEO1UIT7E006H;1200;Leanback;LiveTV;Unknown;20;Monday
2021/01/05;8H97BUBN86RPIZTHIAYA2HL7004H;120;Leanback;LiveTV;Lesotho TV;2;Tuesday
2020/12/26;46ZP0ZSQ8W02EVWKFE6WKTK7002H;360;Leanback;LiveTV;Top Gear;6;Saturday
2020/12/27;HGKBH7DQDW9BJ0F0G4A4BI7B002V;360;Android;LiveTV;Unknown;6;Sunday
2020/12/30;8H97BUBN86RPIZTHIAYA2HL7004H;1860;Leanback;LiveTV;BBC World News;31;Wednesday
2020/12/31;D3TT5UELK7U07Q69JB0IDBLW0022;960;Leanback;LiveTV;Unknown;16;Thursday
2021/01/01;45MV56TSCR46C13MLT39BRG0003B;60;Leanback;LiveTV;Mufti Menk Special;1;Friday
2021/01/01;B4AUHR7ZLVXT7XIJECTC4MXE006X;300;Leanback;LiveTV;Unknown;5;Friday
2021/01/01;D2WSMBTHGYV8J1I0LP466FZF002Y;300;Web;Catch Up;The Real Housewives Of Potomac;5;Friday
2021/01/02;CKZZ1KBUKHAZ6K851Y205XSW004E;2820;Leanback;LiveTV;PL 20/21: Brighton v Wolves;47;Saturday
2021/01/02;AGT76JJI7U4Y97JYERYNCFBI005J;1260;Leanback;LiveTV;The Agenda;21;Saturday
2021/01/02;99XY8K7T71P3KIC125HPLFM1004C;300;Leanback;LiveTV;Point Of Order;5;Saturday
2021/01/06;8AI5COYL9BWB55BZIM99GV8S001A;1320;Leanback;Catch Up;7de Laan;22;Wednesday
2020/11/13;7K9529XH6FN8C0PX24BMAUHD000F;900;Web;LiveTV;Autumn Nations Cup '20 IRE v WAL;15;Friday
2020/12/19;BFW10ZZUH1ZP0W2TG5JM2WUE0053;420;Android;LiveTV;Unknown;7;Saturday
2020/12/22;KN42BQKA57DYKED96YC6FB3E002E;480;Android;LiveTV;Unknown;8;Tuesday
2020/12/23;CW0LGPPX9I6RDM1044TJJMDJ001D;4560;Android;LiveTV;Unknown;76;Wednesday
2020/12/27;D0785AJEK4OFDM0WFP6ELYSQ0015;1200;Leanback;Catch Up;Getroud Met Rugby;20;Sunday
2020/12/30;3YD670SYEC196D8VH1EQ7AW6000W;420;Leanback;LiveTV;Unknown;7;Wednesday
2020/12/30;HUD9LRDQ780WEXKGD3QYBPDQ0055;5460;Leanback;LiveTV;Jungle Guardian;91;Wednesday
2020/12/31;JYOGA9HQ4XY696D39OMU9LAG000H;3540;Leanback;LiveTV;Unknown;59;Thursday
2020/12/31;68WQ5Y219XYF0ZPF1JOV7VRL000G;1020;Android;LiveTV;Unknown;17;Thursday
2021/01/01;KE9TFYJ962WRDMNECMNY7NND005N;120;Web;LiveTV;The Voice;2;Friday
2021/01/02;9ODJ4F2AFH3WJ5TO8TEI2IV30046;4620;Web;Catch Up;The Twilight Saga: Breaking Dawn Part 1;77;Saturday
2021/01/03;6ZQO2SZXJIGU990MDKJQ63SN0045;9420;Web;LiveTV;Int CRI 20/21: RSA v SRI 2nd Test D1;157;Sunday
2021/01/06;HUD9LRDQ780WEXKGD3QYBPDQ0055;1020;Leanback;LiveTV;Lions Rule;17;Wednesday
2021/01/06;CKZZ1KBUKHAZ6K851Y205XSW004E;5400;Leanback;LiveTV;PL: Premier League World;90;Wednesday
2021/01/06;IU7TALZFA4A19B369AM2F809006P;1920;Leanback;LiveTV;Unknown;32;Wednesday
2020/12/10;2RYTE1R6JC9CGE410JYAM4FY004E;7500;Web;LiveTV;Unknown;125;Thursday
2020/12/11;JY0T91E4CHOMDL5BKGEBKG0K0067;420;Leanback;LiveTV;Unknown;7;Friday
2020/12/22;BVZ3325M7B6G6O26KAOIKKVU001V;180;Leanback;LiveTV;Unknown;3;Tuesday
2020/12/24;CNVIHYP986VL95QWEQ24HKLI005Q;60;iOS;LiveTV;The Bottom Line;1;Thursday
2020/12/25;0CQL6JJ3IT5VJ60J2TB98CR30027;1860;Leanback;LiveTV;Unknown;31;Friday
2020/12/29;MEIK8UG61FDV4ZCC4BW31QQ90031;1140;Leanback;LiveTV;Hits & Lyrics;19;Tuesday
2020/12/29;JY0T91E4CHOMDL5BKGEBKG0K0067;1620;Leanback;LiveTV;Unknown;27;Tuesday
2020/12/31;BGXIFRF7B9I7ARUOKDX9M1E90040;7380;Leanback;LiveTV;The World's Most Expensive Toys;123;Thursday
2021/01/02;L99XKLSX9UTQG6B0HSE5IS5L001Q;120;Leanback;Other;Proximity;2;Saturday
2021/01/02;J9SV7TJOF4IWHK62DA5W2PU30034;1260;Leanback;Other;Dloz'lami;21;Saturday
2021/01/03;EPBF04WULJ4Z3T1GEO1UIT7E006H;8760;Leanback;LiveTV;KwÃƒÂªla;146;Sunday
2021/01/03;KJN24EXMLG5B6D7DAXGZHQJH0019;780;Leanback;LiveTV;PL 20/21: Newcastle v Leicester;13;Sunday
2021/01/04;G249FF1CLCT350FPMDPIJVE4004V;1980;Leanback;LiveTV;show information is currently not available;33;Monday
2021/01/05;0SNW3WHV71N8J246KTXE33S70033;180;Leanback;LiveTV;Everybody Loves Raymond;3;Tuesday
2021/01/06;JLP8HMRSERRT7SHE2L7V8177004S;1920;Leanback;LiveTV;Unknown;32;Wednesday
2020/12/13;BWQY6ZCX95K6253XH2PTFQMJ0067;7320;Leanback;LiveTV;Unknown;122;Sunday
2020/12/14;JF4T2H5EK7RI7UOW21DUC3BG003C;1200;Web;LiveTV;BBL HL 20/21: MLR v PRS;20;Monday
